#TYPE System.Management.Automation.PSCustomObject
"Tipo de Equipamento","Patrimonio","Hostname","Fabricante","Modelo","Numero de Serie","Processador","Memoria","HD","SO","Nota FIscal","Data de Compra","Observacao Equipamento","Login","Data Ultimo Login","Matricula","Solicitacao","Site","Nome do Entregador","Data da Entrega","Observacao Vinculo"
"Notebook",,"NB018097E","LENOVO","3254E4P","R7003ET","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\vramos","01/08/2015 14:32:42","","","BV","","",""
"Notebook",,"NB018050E","LENOVO","32549BP","R7005H0","Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\caugusto","01/08/2015 14:49:53","","","BV","","",""
"Notebook",,"NB018187E","LENOVO","3254E4P","R7003YP","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\sergiosimoes","28/07/2015 18:24:38","","","BV","","",""
"Desktop",,"DT022053","LENOVO","3569A8P","L1CBBL5","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\fabioalves","01/08/2015 14:37:45","","","BV","","",""
"Desktop",,"DT018274","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNTN","Intel Pentium III Xeon processor","2GB","466GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB018176E","LENOVO","3254E4P","R7003WR","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\camillaaraujo","01/08/2015 14:59:33","","","BV","","",""
"Desktop",,"DT017672","LENOVO","5474G4P","L1BZX3H","Intel Pentium II processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB016587","LENOVO","3254E4P","R7001RZ","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\noshiro","01/08/2015 14:55:30","","","BV","","",""
"Notebook",,"NB016624","LENOVO","3254E4P","R7000ZZ","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\sergiovianello","01/08/2015 15:04:59","","","BV","","",""
"Desktop",,"DT013154","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB018156","LENOVO","3254E4P","R7003YA","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rooseveltsjunior","01/08/2015 15:03:07","","","BV","","",""
"Notebook",,"NB023776","LENOVO","627793P","PEEAY92","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\nishi","01/08/2015 14:50:05","","","BV","","",""
"Notebook",,"NB016251","LENOVO","0913                            ","3000307200304","Intel(R) Core(TM) i3 CPU       M 350  @ 2.27GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\douglasralencar","01/08/2015 14:56:17","","","BV","","",""
"Desktop",,"DT012379","LENOVO","7848","l1blx8a","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","466GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT015803","LENOVO","7848","l1bt81h","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","75GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB018089","LENOVO","3254E4P","R7004RL","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\pmassarente","01/08/2015 15:05:22","","","BV","","",""
"Desktop",,"NT020171","Hewlett-Packard","HP ProBook 4430s","BRG219F127","Intel(R) Core(TM) i5-2450M CPU @ 2.50GHz","8GB","445GB
16GB
5GB
","Microsoft Windows 7 Professional ","","","","BRQ\adilsonsouza","01/08/2015 15:16:58","","","BV","","",""
"Notebook",,"NB023712","LENOVO","6277C4P","PEBPM88","Intel(R) Core(TM) i7-3632QM CPU @ 2.20GHz","16GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\mrodriguessilva","01/08/2015 15:16:23","","","BV","","",""
"Desktop",,"DT018214","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNS2","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\tiagosanches","01/08/2015 14:37:56","","","BV","","",""
"Desktop",,"DT018267","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNQQ","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\fecosta","01/08/2015 14:29:05","","","BV","","",""
"Notebook",,"NB018382","Hewlett-Packard","HP ProBook 4320s","BRG134FCRV","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\joliveira","01/08/2015 14:44:47","","","BV","","",""
"Desktop",,"NT020139","Hewlett-Packard","HP 430 Notebook PC              ","BRG220FBCY","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\pssouza","01/08/2015 14:23:06","","","BV","","",""
"Desktop",,"DT022165","LENOVO","3569A8P","L1CBG7A","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\llozano","01/08/2015 15:19:30","","","BV","","",""
"Desktop",,"DT014402","LENOVO","7848","l1bp137","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\hyukimide","06/08/2015 19:03:26","","","BV","","",""
"Notebook",,"NB022093","LENOVO","3254H4P","R700AKN","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rtsantos","06/08/2015 19:06:18","","","BV","","",""
"Desktop",,"DT016513E","LENOVO","1577K1P","L1C99BX","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\ronaldojrsilva","06/08/2015 19:06:30","","","BV","","",""
"Notebook",,"NB022010","LENOVO","3254H4P","R700C79","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\emjunior","06/08/2015 19:00:25","","","BV","","",""
"Desktop",,"DT012368","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\elpidiayshida","06/08/2015 17:38:35","","","BV","","",""
"Notebook",,"NB023773","LENOVO","627793P","PEDWW77","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","16GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\abrizzi","06/08/2015 18:40:06","","","BV","","",""
"Desktop",,"DT020994","LENOVO","3569A8P","L1CBG12","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\cpassos","06/08/2015 19:02:50","","","BV","","",""
"Notebook",,"NB017855","LENOVO","3254E4P","R7003N6","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\arsilveira","06/08/2015 19:04:36","","","BV","","",""
"Desktop",,"DT009469","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\haroldoriccetto","06/08/2015 18:49:13","","","BV","","",""
"Notebook",,"NB016256","LENOVO","0913                            ","3000307204041","Intel(R) Core(TM) i3 CPU       M 350  @ 2.27GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\valdir","06/08/2015 19:05:25","","","BV","","",""
"Desktop",,"DT018009E","LENOVO","1577K1P","L1C99H6","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\anapaulanascimento","06/08/2015 19:03:01","","","BV","","",""
"Desktop",,"DT009447","LENOVO","7848b5p","l1bd7p5","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\claudiacosta","06/08/2015 19:04:42","","","BV","","",""
"Desktop",,"DT021016","LENOVO","3569Q6P","PEA4109","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","6GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\dzambon","06/08/2015 19:17:25","","","BV","","",""
"Notebook",,"NB020054","LENOVO","057938P","R6B5666","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\javierelizondo","06/08/2015 19:08:09","","","BV","","",""
"Notebook",,"NB022076","LENOVO","3254H4P","R700ADD","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rdamici","06/08/2015 19:11:37","","","BV","","",""
"Desktop",,"DT017800","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNV0","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\rgomes","06/08/2015 19:18:15","","","BV","","",""
"Notebook",,"NB017864","LENOVO","3254E4P","R7003YZ","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\icamilo","06/08/2015 18:22:37","","","BV","","",""
"Notebook",,"NB018174","LENOVO","3254E4P","R7003Y9","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\hsaldon","06/08/2015 19:17:19","","","BV","","",""
"Notebook",,"NB022094","LENOVO","3254H4P","R700A33","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\rodrigomonteiro","06/08/2015 19:23:38","","","BV","","",""
"Notebook",,"NB0120060","LENOVO","057938P","R6B5748","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\ccaroano","06/08/2015 19:00:17","","","BV","","",""
"Notebook",,"NB017299","LENOVO","0913                            ","3100297200429","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\dbertim","06/08/2015 19:21:03","","","BV","","",""
"Desktop",,"DT012063","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\DBATISTASILVA","06/08/2015 18:46:40","","","BV","","",""
"Desktop",,"DT015220","LENOVO","7848","l1bp85b","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","75GB
","Microsoft Windows 7 Professional ","","","","BRQ\leidianef","06/08/2015 19:18:17","","","BV","","",""
"Desktop",,"DT014578","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\brunoheidorn","06/08/2015 19:01:09","","","BV","","",""
"Desktop",,"DT022259","LENOVO","3569Q6P","PEA3423","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\ligianovelli","06/08/2015 19:27:04","","","BV","","",""
"Notebook",,"NB022106","LENOVO","3254H4P","R700A7X","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\luanaazevedo","06/08/2015 19:24:10","","","BV","","",""
"Desktop",,"DT015212","LENOVO","7848","l1bpn0k","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB020188","Hewlett-Packard","HP 430 Notebook PC              ","BRG220FBG7","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\adrianosouza","06/08/2015 19:27:34","","","BV","","",""
"Desktop",,"DT020999","LENOVO","3569A8P","L1CBBMK","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\dcardozo","06/08/2015 19:06:40","","","BV","","",""
"Notebook",,"NB016577","LENOVO","3254E4P","R7000YX","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\dpaulo","06/08/2015 19:29:57","","","BV","","",""
"Desktop",,"DT016313","LENOVO","7099A5P","L1BX93W","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\wagnerhilario","06/08/2015 19:02:56","","","BV","","",""
"Notebook",,"NB015734","Hewlett-Packard","HP 420","BRG041FWMH","Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\sjesus","06/08/2015 19:34:02","","","BV","","",""
"Notebook",,"NB012114","Hewlett-Packard","Compaq 510","BRG015F509","Intel(R) Core(TM)2 Duo CPU     T5870  @ 2.00GHz","2GB","218GB
","Microsoft Windows 7 Professional ","","","","BRQ\neko","06/08/2015 19:40:08","","","BV","","",""
"Desktop",,"DT021023","LENOVO","3569PPP","L1CCLB0","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\eliasprince","06/08/2015 19:34:29","","","BV","","",""
"Notebook",,"NB019771","LENOVO","057938P","R6B5730","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\fbsantos","06/08/2015 19:21:59","","","BV","","",""
"Notebook",,"NB018108","LENOVO","3254E4P","R7003MR","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","439GB
25GB
","Microsoft Windows 7 Professional ","","","","BRQ\maragon","06/08/2015 19:09:06","","","BV","","",""
"Desktop",,"DT016282","LENOVO","7099A5P","L1BX8XW","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\APFNASCIMENTO","06/08/2015 18:35:04","","","BV","","",""
"Desktop",,"DT012486","LENOVO","7848","l1bmxyf","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\LRAMOSOUZA","06/08/2015 19:10:05","","","BV","","",""
"Desktop",,"DT018271","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNSJ","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\leandroanzai","06/08/2015 19:39:26","","","BV","","",""
"Desktop",,"DT016308","LENOVO","7099A5P","L1BX93F","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\LEMORAES","06/08/2015 19:29:06","","","BV","","",""
"Notebook",,"NB021485","LENOVO","3254TMP","R7018FR","Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\lfsilva","06/08/2015 19:45:15","","","BV","","",""
"Notebook",,"NB016614E","LENOVO","3254E4P","R70017B","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\earado","06/08/2015 19:10:10","","","BV","","",""
"Notebook",,"NB016908","LENOVO","0913                            ","3000307201106","Intel(R) Core(TM) i3 CPU       M 350  @ 2.27GHz","8GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\leonardoxavier","06/08/2015 19:03:18","","","BV","","",""
"Notebook",,"NB016622E","LENOVO","3254E4P","R7001FV","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\emiyazaki","06/08/2015 19:33:31","","","BV","","",""
"Notebook",,"NB015972","LENOVO","0913                            ","3000316805604","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","297GB
","Microsoft Windows 7 Professional ","","","","BRQ\jmigliorini","06/08/2015 19:46:41","","","BV","","",""
"Notebook",,"NB016678E","LENOVO","3254E4P","R7001A8","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\jtomazpires","06/08/2015 19:47:23","","","BV","","",""
"Notebook",,"NB022075","LENOVO","3254H4P","R700AK0","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\fernandomauricio","06/08/2015 19:39:59","","","BV","","",""
"Desktop",,"DT009472","LENOVO","7848b5p","l1bd7za","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB018373","Hewlett-Packard","HP ProBook 4320s","BRG128FHR5","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\mayaranobrega","06/08/2015 19:04:07","","","BV","","",""
"Notebook",,"NB016566","LENOVO","3254E4P","R7000Z2","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\mferreirasilva","06/08/2015 19:54:56","","","BV","","",""
"Desktop",,"DT018207","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNT8","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\mpacifico","06/08/2015 19:47:56","","","BV","","",""
"Desktop",,"DT014666","LENOVO","7848","l1bn0br","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\lucasnocete","06/08/2015 19:55:01","","","BV","","",""
"Notebook",,"NB017870E","LENOVO","32549BP","R70074P","Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\cpoletti","06/08/2015 19:58:19","","","BV","","",""
"Desktop",,"DT022159","LENOVO","3569A8P","L1CBG41","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\gnomura","06/08/2015 19:55:14","","","BV","","",""
"Notebook",,"NB22175","LENOVO","3254H4P","R7009LM","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\marciawolff","06/08/2015 19:41:27","","","BV","","",""
"Desktop",,"DT022162","LENOVO","3569A8P","L1CBBM7","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\gssouza","06/08/2015 19:59:47","","","BV","","",""
"Notebook",,"NB023605","LENOVO","3254H4P","R701NYZ","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ronaldomartins","06/08/2015 19:59:57","","","BV","","",""
"Desktop",,"DT012485","LENOVO","7848","l1bmx8b","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\fyoshio","06/08/2015 19:04:11","","","BV","","",""
"Notebook",,"NB020052","LENOVO","057938P","R6B9701","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\lapuglisi","06/08/2015 19:22:01","","","BV","","",""
"Desktop",,"DT014657","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT012064","LENOVO","7848","l1bm9dy","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","4GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\anaguedes","06/08/2015 19:29:42","","","BV","","",""
"Desktop",,"DT017761E","LENOVO","3569A8P","L1CBBL9","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\monicavasques","06/08/2015 19:54:52","","","BV","","",""
"Notebook",,"NB023668","LENOVO","3254H4P","R700KKK","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\veronicabarreto","06/08/2015 19:42:08","","","BV","","",""
"Desktop",,"DT018002E","LENOVO","1577K1P","L1C99NY","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\gbleite","06/08/2015 19:42:37","","","BV","","",""
"Desktop",,"DT017721E","LENOVO","3569A8P","L1CBBNV","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ivan","06/08/2015 20:00:18","","","BV","","",""
"Desktop",,"DT011407","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\elisabetemota","06/08/2015 20:07:18","","","BV","","",""
"Notebook",,"NB023626","LENOVO","3254H4P","R701P12","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\cmoretti","06/08/2015 20:05:10","","","BV","","",""
"Notebook",,"NB022021","LENOVO","3254H4P","R700C7V","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\mmlima","06/08/2015 20:09:19","","","BV","","",""
"Notebook",,"NB019634","LENOVO","057938P","R6B5602","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","455GB
10GB
","Microsoft Windows 7 Professional ","","","","BRQ\carlossouza","06/08/2015 20:10:47","","","BV","","",""
"Notebook",,"NB022006","LENOVO","3254H4P","R700C72","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\fsantos","06/08/2015 20:09:18","","","BV","","",""
"Notebook",,"NB016682E","LENOVO","3254E4P","R700106","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\algomes","06/08/2015 20:14:09","","","BV","","",""
"Notebook",,"NT018233","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNTF","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\lalguin","06/08/2015 19:38:05","","","BV","","",""
"Notebook",,"NB015742","Hewlett-Packard","HP 420","BRG041FWL6","Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\cperandin","06/08/2015 19:14:22","","","BV","","",""
"Notebook",,"NB019791","LENOVO","057938P","R6C4821","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\acavalher","06/08/2015 20:13:12","","","BV","","",""
"Notebook",,"NB022092","LENOVO","3254H4P","R700ADE","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\dgrangeiro","06/08/2015 20:14:45","","","BV","","",""
"Desktop",,"DT022150","LENOVO","3569A8P","L1CBBM9","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","234GB
231GB
","Microsoft Windows 7 Professional ","","","","BRQ\jrodopano","06/08/2015 19:03:15","","","BV","","",""
"Desktop",,"DT011315","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\elainedupim","06/08/2015 19:57:01","","","BV","","",""
"Notebook",,"NB023794","Insyde","HP Pavilion 14 Notebook PC      ","BRJ446BRZG","Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz","16GB","931GB
","Microsoft Windows 8.1 Pro","","","","BRQ\rdonaire","06/08/2015 20:20:45","","","BV","","",""
"Notebook",,"NB009936","Hewlett-Packard","Compaq 510 Notebook PC","BRG946F8TX","Intel(R) Core(TM)2 Duo CPU     T5870  @ 2.00GHz","4GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\mbneto","06/08/2015 19:48:59","","","BV","","",""
"Desktop",,"DT015845","LENOVO","IPM31","123456789","Processador Intel Pentium III Xeon","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB015966","LENOVO","0913                            ","3000316807570","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\danilovale","06/08/2015 20:09:47","","","BV","","",""
"Desktop",,"DT014574","LENOVO","7848","l1bt81z","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\fesilva","06/08/2015 20:23:07","","","BV","","",""
"Desktop",,"DT014653","LENOVO","7848","l1bpmt4","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Notebook",,"NB023812","LENOVO","62772E9","PEEGC31","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\alprado","06/08/2015 20:08:43","","","BV","","",""
"Notebook",,"NB016673","LENOVO","32549BP","R70036A","Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 8.1 Pro","","","","BRQ\wleite","06/08/2015 20:24:48","","","BV","","",""
"Desktop",,"DT022266","LENOVO","3569A8P","L1CBBN2","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\nmonteiro","06/08/2015 19:02:48","","","BV","","",""
"Notebook",,"NB016584E","LENOVO","3254E4P","R7001T0","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\aguerra","06/08/2015 19:43:26","","","BV","","",""
"Desktop",,"DT012475","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\fribeiro","06/08/2015 20:06:45","","","BV","","",""
